,UniqueID,FeatureNam,FeatureSta,Count
1797,20000070059_50099413059_50099651059,Gutter,Open,2
1798,20000070059_50099433059_40001703059,Gutter,Blocked,1
1799,20000070059_50099433059_40001703059,Gutter,Open,1
1800,20000070059_50099473059_30000126059,Gutter,Open,1
1801,20000070059_50099651059_40001818059,Traffic-Lights,Overhead,3
1802,20000070059_50099798059_50099655059,Gutter,Open,1
1803,20000070059_50099824059_50098543059,Gutter,Open,3
1804,20000070059_80002965059_29000221059,Gutter,Open,1
1805,20000070096_10000795096_80005539096,Traffic-Lights,Overhead,2
1806,20000070096_20000013096_80000579096,Gutter,Blocked,1
1807,20000070096_22000070096_Pseudo,Gutter,Blocked,1
1808,20000070096_29000070096_30400111096,Gutter,Open,1
1809,20000070096_30000111096_40001725096,Gutter,Open,3
1810,20000070096_30000111096_40001725096,Traffic-Lights,Overhead,3
1811,20000070096_30000581096_50099531096,Gutter,Open,3
1812,20000070096_30000581096_50099531096,Traffic-Lights,Overhead,3
1813,20000070096_37400581096_10000795096,Gutter,Open,2
1814,20000070096_40001234096_50097851096,Gutter,Blocked,1
1815,20000070096_40001237096_Pseudo,Gutter,Open,5
1816,20000070096_40001241096_40001243096,Gutter,Open,2
1817,20000070096_40001242096_50097597096,Traffic-Lights,Overhead,1
1818,20000070096_40001243096_40001242096,Gutter,Blocked,1
1819,20000070096_40001259096_30000581096,Traffic-Lights,Ground-Mounted,1
1820,20000070096_40001326096_50097660096,Traffic-Lights,Overhead,4
1821,20000070096_40001331096_40001232096,Gutter,Open,1
1822,20000070096_40001711096_50099512096,Gutter,Blocked,4
1823,20000070096_40001711096_50099512096,Traffic-Lights,Overhead,5
1824,20000070096_40001719096_50099986096,Traffic-Lights,Overhead,2
1825,20000070096_40001731096_BC000054,Gutter,Open,1
1826,20000070096_40001731096_BC000054,Traffic-Lights,Ground-Mounted,1
1827,20000070096_40001731096_BC000054,Traffic-Lights,Overhead,3
1828,20000070096_40001855096_40402200096,Traffic-Lights,Ground-Mounted,1
1829,20000070096_40002200096_40001719096,Traffic-Lights,Ground-Mounted,2
1830,20000070096_40002200096_40001719096,Traffic-Lights,Overhead,4
1831,20000070096_40402200096_40002200096,Gutter,Open,1
1832,20000070096_50097658096_80000564096,Gutter,Open,1
1833,20000070096_50097658096_80000564096,Traffic-Lights,Overhead,3
1834,20000070096_50097659096_80005541096,Traffic-Lights,Overhead,2
1835,20000070096_50097660096_50097659096,Gutter,Open,1
1836,20000070096_50097660096_50097659096,Traffic-Lights,Overhead,3
1837,20000070096_50097663096_50097664096,Gutter,Blocked,1
1838,20000070096_50097663096_50097664096,Gutter,Open,3
1839,20000070096_50097664096_50099402096,Gutter,Open,1
1840,20000070096_50098578096_50097658096,Gutter,Open,1
1841,20000070096_50098578096_50097658096,Traffic-Lights,Overhead,2
1842,20000070096_50098876096_40001326096,Traffic-Lights,Overhead,2
1843,20000070096_50099526096_50099514096,Gutter,Open,2
1844,20000070096_50099885096_50099527096,Gutter,Open,1
1845,20000070096_50099897096_40001731096,Gutter,Open,1
1846,20000070096_50099897096_40001731096,Traffic-Lights,Ground-Mounted,2
1847,20000070096_50099897096_40001731096,Traffic-Lights,Overhead,2
1848,20000070096_80000579096_40001711096,Gutter,Blocked,3
1849,20000070096_80000579096_40001711096,Traffic-Lights,Ground-Mounted,2
1850,20000070096_80000579096_40001711096,Traffic-Lights,Overhead,2
1851,20000070096_80005539096_50098578096,Traffic-Lights,Overhead,4
1852,20000070096_80005541096_80005544096,Gutter,Open,2
1853,20000070096_80005541096_80005544096,Traffic-Lights,Overhead,2
1854,20000070096_Pseudo_22000070096,Gutter,Open,1
1855,20000074081_21000074081_80003020081,Gutter,Open,3
1856,20000074081_21000221081_80003024081,Gutter,Blocked,3
1857,20000074081_21000221081_80003024081,Gutter,Open,4
1858,20000074081_30000120081_80003035081,Gutter,Open,1
1859,20000074081_40001148081_40001004081,Gutter,Open,2
1860,20000074081_40001901081_80003025081,Gutter,Blocked,1
1861,20000074081_40001901081_80003025081,Gutter,Open,1
1862,20000074081_40001920081_80003029081,Gutter,Blocked,3
1863,20000074081_40001920081_80003029081,Gutter,Open,1
1864,20000074081_40001921081_80003033081,Gutter,Blocked,2
1865,20000074081_40001921081_80003033081,Gutter,Open,9
1866,20000074081_40002169081_40002213081,Gutter,Open,3
1867,20000074081_80003001081_40001005081,Gutter,Open,2
1868,20000074081_80003020081_80003021081,Gutter,Blocked,1
1869,20000074081_80003024081_40001901081,Gutter,Blocked,1
1870,20000074081_80003025081_80003028081,Gutter,Blocked,2
1871,20000074081_80003025081_80003028081,Gutter,Open,6
1872,20000074081_80003028081_40001920081,Gutter,Open,1
1873,20000074081_80003029081_40001921081,Gutter,Blocked,2
1874,20000074081_80003029081_40001921081,Gutter,Open,9
1875,20000074081_80003033081_30000120081,Gutter,Open,2
1876,20000117096_20600070096_40001304096,Gutter,Blocked,1
1877,20000117096_20600070096_40001304096,Gutter,Open,1
1878,20000117096_22600070096_40001313096,Gutter,Open,2
1879,20000117096_22600070096_40001313096,Traffic-Lights,Overhead,5
1880,20000117096_29000117096_50098852096,Gutter,Blocked,2
1881,20000117096_40001002096_50099241096,Traffic-Lights,Overhead,2
1882,20000117096_40001135096_40001120096,Gutter,Blocked,17
1883,20000117096_40001135096_40001120096,Gutter,Open,20
1884,20000117096_40001141096_80000547096,Gutter,Blocked,3
1885,20000117096_40001141096_80000547096,Gutter,Open,1
1886,20000117096_40001150096_40001148096,Gutter,Open,1
1887,20000117096_40001152096_50097672096,Gutter,Blocked,1
1888,20000117096_40001159096_40001152096,Gutter,Blocked,1
1889,20000117096_40001305096_50098258096,Gutter,Open,2
1890,20000117096_40001313096_40002313096,Traffic-Lights,Overhead,3
1891,20000117096_40001322096_50099272096,Gutter,Open,1
1892,20000117096_40001395096_40001548096,Gutter,Open,1
1893,20000117096_40001395096_40001548096,Traffic-Lights,Overhead,4
1894,20000117096_40001539096_50098728096,Gutter,Open,1
1895,20000117096_40001571096_80006249096,Traffic-Lights,Overhead,2
1896,20000117096_50097423096_30000222096,Gutter,Open,2
1897,20000117096_50097423096_30000222096,Traffic-Lights,Overhead,3
1898,20000117096_50097432096_50097423096,Gutter,Open,1
1899,20000117096_50097454096_50097432096,Gutter,Open,3
1900,20000117096_50097672096_20000013096,Gutter,Open,3
1901,20000117096_50097672096_20000013096,Traffic-Lights,Overhead,1
1902,20000117096_50097792096_50099280096,Traffic-Lights,Overhead,3
1903,20000117096_50098728096_50097454096,Gutter,Open,1
1904,20000117096_50099241096_50098199096,Gutter,Open,2
1905,20000117096_50099272096_40001002096,Gutter,Open,2
1906,20000117096_50099277096_50098330096,Gutter,Open,2
1907,20000117096_50099631096_50098738096,Gutter,Open,4
1908,20000117096_50099635096_50097803096,Gutter,Open,2
1909,20000117096_50099671096_50097825096,Gutter,Open,1
1910,20000117096_50099707096_40001395096,Gutter,Open,1
1911,20000117096_80000547096_30000055096,Gutter,Blocked,1
1912,20000117096_80000548096_40001135096,Gutter,Blocked,8
1913,20000117096_80000548096_40001135096,Gutter,Open,6
1914,20000117096_80000568096_40001305096,Gutter,Open,5
1915,20000117096_80006248096_22000070096,Gutter,Open,2
1916,20000117096_80006248096_22000070096,Traffic-Lights,Overhead,3
1917,20000117096_80006249096_80006248096,Traffic-Lights,Overhead,1
1918,20000117098_40001699098_20000301098,Traffic-Lights,Overhead,2
1919,20000158042_10000095042_80000074042,Gutter,Open,2
1920,20000158042_10000095042_80000074042,Traffic-Lights,Overhead,2
1921,20000158042_30000004042_50099125042,Traffic-Lights,Overhead,1
1922,20000158042_30000048042_50098794042,Traffic-Lights,Overhead,2
1923,20000158042_30000125042_40001629042,Gutter,Open,2
1924,20000158042_30000125042_40001629042,Traffic-Lights,Overhead,3
1925,20000158042_40001401042_50099928042,Gutter,Blocked,1
1926,20000158042_40001401042_50099928042,Gutter,Open,3
1927,20000158042_40001402042_40001401042,Gutter,Open,1
1928,20000158042_40001403042_50099974042,Gutter,Open,3
1929,20000158042_40001426042_40001444042,Traffic-Lights,Overhead,2
1930,20000158042_40001515042_30000004042,Gutter,Blocked,1
1931,20000158042_40001515042_30000004042,Gutter,Open,3
1932,20000158042_40001515042_30000004042,Traffic-Lights,Overhead,3
1933,20000158042_40001629042_50099951042,Gutter,Open,2
1934,20000158042_40001641042_50099775042,Gutter,Open,1
1935,20000158042_40001641042_50099775042,Traffic-Lights,Overhead,2
1936,20000158042_40001651042_50098768042,Gutter,Open,2
1937,20000158042_40001651042_50098768042,Traffic-Lights,Overhead,4
1938,20000158042_40001710042_50099654042,Traffic-Lights,Overhead,3
1939,20000158042_40001745042_50098773042,Traffic-Lights,Overhead,3
1940,20000158042_40001751042_50099655042,Gutter,Open,10
1941,20000158042_40001751042_50099655042,Traffic-Lights,Overhead,3
1942,20000158042_50098710042_40001751042,Gutter,Open,5
1943,20000158042_50098710042_40001751042,Traffic-Lights,Overhead,3
1944,20000158042_50098717042_50099195042,Traffic-Lights,Ground-Mounted,2
1945,20000158042_50098768042_80000077042,Traffic-Lights,Overhead,4
1946,20000158042_50098773042_50099278042,Gutter,Blocked,1
1947,20000158042_50098773042_50099278042,Gutter,Open,2
1948,20000158042_50098780042_30000125042,Gutter,Blocked,1
1949,20000158042_50098780042_30000125042,Gutter,Open,2
1950,20000158042_50098780042_30000125042,Traffic-Lights,Overhead,3
1951,20000158042_50099011042_40001403042,Gutter,Open,1
1952,20000158042_50099125042_40001402042,Gutter,Blocked,1
1953,20000158042_50099140042_40001661042,Gutter,Blocked,1
1954,20000158042_50099140042_40001661042,Gutter,Open,4
1955,20000158042_50099178042_50099302042,Gutter,Open,1
1956,20000158042_50099195042_40001651042,Gutter,Open,4
1957,20000158042_50099253042_30000048042,Gutter,Open,1
1958,20000158042_50099253042_30000048042,Traffic-Lights,Overhead,2
1959,20000158042_50099278042_50098710042,Gutter,Open,2
1960,20000158042_50099278042_50098710042,Traffic-Lights,Overhead,10
1961,20000158042_50099281042_50099084042,Gutter,Blocked,1
1962,20000158042_50099293042_50099900042,Gutter,Open,1
1963,20000158042_50099293042_50099900042,Traffic-Lights,Overhead,3
1964,20000158042_50099654042_40001737042,Traffic-Lights,Overhead,4
1965,20000158042_50099655042_80000071042,Gutter,Open,4
1966,20000158042_50099655042_80000071042,Traffic-Lights,Overhead,4
1967,20000158042_50099744042_40001426042,Traffic-Lights,Overhead,2
1968,20000158042_50099745042_40001537042,Gutter,Open,1
1969,20000158042_50099775042_40001710042,Gutter,Open,6
1970,20000158042_50099900042_40001745042,Gutter,Open,4
1971,20000158042_50099900042_40001745042,Traffic-Lights,Overhead,3
1972,20000158042_50099928042_50099011042,Gutter,Blocked,1
1973,20000158042_50099928042_50099011042,Gutter,Open,5
1974,20000158042_50099951042_50099293042,Gutter,Open,2
1975,20000158042_50099951042_50099293042,Traffic-Lights,Overhead,3
1976,20000158042_50099974042_40001457042,Gutter,Blocked,2
1977,20000158042_80000071042_10400095042,Gutter,Open,4
1978,20000158042_80000071042_10400095042,Traffic-Lights,Overhead,4
1979,20000158042_80000074042_50099188042,Gutter,Blocked,1
1980,20000158042_80000074042_50099188042,Gutter,Open,2
1981,20000158042_80000074042_50099188042,Traffic-Lights,Overhead,3
1982,20000221059_20000070059_30400226059,Traffic-Lights,Overhead,3
1983,20000221059_29000221059_30400226059,Traffic-Lights,Overhead,4
1984,20000221059_29000221059_80002970059,Gutter,Open,23
1985,20000221059_29000221059_80002970059,Traffic-Lights,Overhead,3
1986,20000221059_30400226059_20000070059,Traffic-Lights,Overhead,3
1987,20000221059_30400226059_30400226059,Gutter,Open,1
1988,20000221059_30400226059_50099505059,Gutter,Open,1
1989,20000221059_40001001059_40001195059,Gutter,Open,2
1990,20000221059_40001165059_29000221059,Traffic-Lights,Overhead,3
1991,20000221059_40001318059_80002979059,Gutter,Open,1
1992,20000221059_40001346059_40001306059,Gutter,Open,1
1993,20000221059_40001434059_40001433059,Gutter,Open,2
1994,20000221059_40001440059_50099980059,Gutter,Open,2
1995,20000221059_40001441059_50099580059,Gutter,Open,4
1996,20000221059_40001442059_40001558059,Traffic-Lights,Overhead,2
1997,20000221059_40001556059_40001581059,Gutter,Open,2
1998,20000221059_40001566059_Pseudo,Traffic-Lights,Overhead,2
1999,20000221059_40001568059_50098205059,Gutter,Open,1
2000,20000221059_40001576059_50097908059,Gutter,Blocked,1
2001,20000221059_40001576059_50097908059,Gutter,Open,12
2002,20000221059_40001581059_40001441059,Gutter,Open,5
2003,20000221059_50097908059_40001434059,Gutter,Open,5
2004,20000221059_50098061059_50099649059,Traffic-Lights,Ground-Mounted,1
2005,20000221059_50098203059_40001555059,Gutter,Open,2
2006,20000221059_50098263059_50099571059,Gutter,Open,4
2007,20000221059_50098277059_40001346059,Gutter,Open,1
2008,20000221059_50098489059_50099515059,Gutter,Open,4
2009,20000221059_50099505059_50098489059,Gutter,Open,3
2010,20000221059_50099515059_50099517059,Gutter,Open,2
2011,20000221059_50099517059_40001589059,Gutter,Blocked,4
2012,20000221059_50099517059_40001589059,Gutter,Open,7
2013,20000221059_50099563059_40001555059,Gutter,Open,2
2014,20000221059_50099568059_70098040059,Gutter,Open,1
2015,20000221059_50099572059_40001440059,Gutter,Open,7
2016,20000221059_50099580059_40001442059,Gutter,Open,2
2017,20000221059_50099636059_50098061059,Gutter,Open,1
2018,20000221059_50099636059_50098061059,Traffic-Lights,Ground-Mounted,2
2019,20000221059_50099649059_BC000012,Gutter,Open,1
2020,20000221059_50099980059_40001556059,Gutter,Open,3
2021,20000221059_70098040059_40001451059,Gutter,Open,1
2022,20000221059_80002969059_40001001059,Gutter,Open,2
2023,20000221059_Pseudo_40001301059,Gutter,Open,4
2024,20000221059_Pseudo_40001562059,Gutter,Open,3
2025,20000221059_Pseudo_40001562059,Traffic-Lights,Overhead,2
2026,20000221081_21000221081_50097318081,Gutter,Open,1
2027,20000221081_21000221081_50097318081,Traffic-Lights,Overhead,2
2028,20000221081_40001366081_50097073081,Gutter,Open,1
2029,20000221081_40001536081_40001535081,Traffic-Lights,Ground-Mounted,1
2030,20000221081_50097073081_50097110081,Gutter,Open,1
2031,20000221081_50097091081_50098780081,Traffic-Lights,Overhead,5
2032,20000221081_50097093081_50097092081,Gutter,Open,1
2033,20000221081_50097094081_50097093081,Traffic-Lights,Overhead,4
2034,20000221081_50097148081_50098178081,Gutter,Open,1
2035,20000221081_50097152081_50097150081,Gutter,Open,1
2036,20000221081_50097318081_50097091081,Traffic-Lights,Overhead,3
2037,20000221081_50098178081_50098696081,Gutter,Blocked,1
2038,20000221081_50098178081_50098696081,Gutter,Open,2
2039,20000221081_50098383081_21000221081,Traffic-Lights,Overhead,2
2040,20000221081_50098696081_50099256081,Gutter,Open,2
2041,20000221081_50098696081_50099256081,Traffic-Lights,Ground-Mounted,1
2042,20000221081_50098780081_50097094081,Traffic-Lights,Overhead,4
2043,20000221081_50098856081_40001378081,Traffic-Lights,Ground-Mounted,1
2044,20000221081_50099013081_40001366081,Gutter,Open,1
2045,20000258033_30000043033_40001361033,Gutter,Open,4
2046,20000258033_30000043033_40001361033,Traffic-Lights,Ground-Mounted,1
2047,20000258033_30000043033_40001361033,Traffic-Lights,Overhead,1
2048,20000258033_40001344033_40001340033,Traffic-Lights,Overhead,2
2049,20000258033_50099239033_50099505033,Traffic-Lights,Overhead,3
2050,20000258033_50099284033_40001344033,Traffic-Lights,Overhead,2
2051,20000258033_80000526033_50099239033,Traffic-Lights,Overhead,3
2052,20000258033_80006399033_30000033033,Gutter,Open,1
2053,20000258033_80006399033_30000033033,Traffic-Lights,Ground-Mounted,2
2054,20000258033_80006399033_30000033033,Traffic-Lights,Overhead,2
2055,20000258042_50098850042_50099232042,Gutter,Blocked,2
2056,20000258042_50098853042_50098850042,Gutter,Open,2
2057,20000258042_50098854042_50098853042,Gutter,Open,1
2058,20000264064_30000581064_80000414064,Gutter,Blocked,5
2059,20000264064_40001108064_40001106064,Gutter,Blocked,3
2060,20000264064_40001124064_40001128064,Gutter,Blocked,2
2061,20000264064_40001128064_80000409064,Gutter,Blocked,3
2062,20000264064_40001166064_40001124064,Gutter,Blocked,6
2063,20000264064_40001166064_40001124064,Gutter,Open,1
2064,20000264064_40001945064_40001965064,Gutter,Blocked,6
2065,20000264064_40001961064_40001945064,Gutter,Blocked,6
2066,20000264064_40001965064_BC000098,Gutter,Blocked,1
2067,20000264064_80000410064_40001108064,Gutter,Blocked,5
2068,20000264064_80000413064_30000581064,Gutter,Blocked,2
2069,20000264064_BC000051_40001166064,Gutter,Blocked,6
2070,20000264098_10400795098_10000795098,Gutter,Blocked,1
2071,20000264098_21000264098_80004729098,Gutter,Open,1
2072,20000264098_40001301098_80000218098,Gutter,Blocked,2
2073,20000264098_40001526098_BC000040,Gutter,Blocked,2
2074,20000264098_80000217098_40001301098,Gutter,Blocked,1
2075,20000264098_80000217098_40001301098,Gutter,Open,1
2076,20000264098_80000218098_80004726098,Gutter,Blocked,6
2077,20000264098_80000218098_80004726098,Gutter,Open,1
2078,20000264098_80004711098_40001612098,Gutter,Open,2
2079,20000264098_80004717098_30400058098,Gutter,Blocked,1
2080,20000264098_80004717098_30400058098,Gutter,Open,1
2081,20000264098_80004719098_80000243098,Gutter,Open,4
2082,20000264098_80004726098_21600264098,Gutter,Blocked,2
2083,20000264098_80004727098_80004737098,Gutter,Blocked,3
2084,20000264098_80004727098_80004737098,Gutter,Open,8
2085,20000264098_80004736098_80004735098,Gutter,Open,1
2086,20000264098_BC000064_80000217098,Gutter,Blocked,1
2087,20000264098_BC000064_80000217098,Gutter,Open,2
2088,20000301042_30000125042_29000301042,Traffic-Lights,Overhead,5
2089,20000301042_50098721042_40001158042,Traffic-Lights,Overhead,5
2090,20000301042_50099420042_40001622042,Traffic-Lights,Ground-Mounted,2
2091,20000301051_10000095051_80000639051,Gutter,Blocked,2
2092,20000301051_20600070051_50099740051,Gutter,Open,15
2093,20000301051_20600070051_50099740051,Traffic-Lights,Overhead,6
2094,20000301051_22600070051_20000070051,Gutter,Blocked,1
2095,20000301051_22600070051_20000070051,Gutter,Open,6
2096,20000301051_22600070051_20000070051,Traffic-Lights,Overhead,14
2097,20000301051_29000070051_50099727051,Gutter,Open,3
2098,20000301051_29000070051_50099727051,Traffic-Lights,Overhead,3
2099,20000301051_30000027051_50097213051,Traffic-Lights,Overhead,2
2100,20000301051_30000096051_40001001051,Gutter,Open,3
2101,20000301051_30000096051_40001001051,Traffic-Lights,Overhead,2
2102,20000301051_30000222051_50097189051,Gutter,Open,4
2103,20000301051_30000222051_50097189051,Traffic-Lights,Overhead,4
2104,20000301051_40001001051_50097395051,Gutter,Open,3
2105,20000301051_40001007051_50099617051,Gutter,Open,3
2106,20000301051_40001007051_50099617051,Traffic-Lights,Overhead,4
2107,20000301051_40001162051_50097612051,Gutter,Open,2
2108,20000301051_40001162051_50097612051,Traffic-Lights,Overhead,7
2109,20000301051_40001182051_50099243051,Gutter,Open,7
2110,20000301051_40001182051_50099243051,Traffic-Lights,Overhead,5
2111,20000301051_40001183051_40001228051,Gutter,Blocked,1
2112,20000301051_40001301051_50097210051,Gutter,Open,2
2113,20000301051_40001341051_40001343051,Gutter,Blocked,1
2114,20000301051_40001341051_40001343051,Gutter,Open,1
2115,20000301051_40001345051_40001386051,Gutter,Open,4
2116,20000301051_40001377051_40001162051,Gutter,Open,4
2117,20000301051_40001377051_40001162051,Traffic-Lights,Overhead,3
2118,20000301051_40001386051_50098167051,Gutter,Blocked,1
2119,20000301051_40001900051_50097234051,Gutter,Open,10
2120,20000301051_40001900051_50097234051,Traffic-Lights,Overhead,4
2121,20000301051_40001921051_50099600051,Gutter,Open,7
2122,20000301051_40001921051_50099600051,Traffic-Lights,Overhead,4
2123,20000301051_40001923051_40002378051,Gutter,Blocked,1
2124,20000301051_40001923051_40002378051,Gutter,Open,12
2125,20000301051_40001923051_40002378051,Traffic-Lights,Overhead,14
2126,20000301051_40001927051_50097187051,Gutter,Open,11
2127,20000301051_40001927051_50097187051,Traffic-Lights,Ground-Mounted,3
2128,20000301051_40001927051_50097187051,Traffic-Lights,Overhead,4
2129,20000301051_40002130051_50097224051,Gutter,Blocked,1
2130,20000301051_40002130051_50097224051,Gutter,Open,1
2131,20000301051_40002130051_50097224051,Traffic-Lights,Overhead,2
2132,20000301051_40002137051_40002138051,Gutter,Blocked,2
2133,20000301051_40002137051_40002138051,Gutter,Open,2
2134,20000301051_40002141051_40002142051,Gutter,Open,1
2135,20000301051_40002142051_40002144051,Traffic-Lights,Overhead,3
2136,20000301051_40002144051_40002165051,Traffic-Lights,Overhead,3
2137,20000301051_40002165051_40002159051,Gutter,Blocked,1
2138,20000301051_40002165051_40002159051,Gutter,Open,1
2139,20000301051_40002165051_40002159051,Traffic-Lights,Overhead,3
2140,20000301051_40002167051_50097223051,Gutter,Blocked,1
2141,20000301051_40002167051_50097223051,Gutter,Open,5
2142,20000301051_40002177051_40002167051,Gutter,Blocked,1
2143,20000301051_40002177051_40002167051,Gutter,Open,6
2144,20000301051_40002177051_40002167051,Traffic-Lights,Overhead,2
2145,20000301051_40002302051_50097215051,Gutter,Open,5
2146,20000301051_40002302051_50097215051,Traffic-Lights,Overhead,6
2147,20000301051_40002378051_50097529051,Gutter,Open,9
2148,20000301051_40002378051_50097529051,Traffic-Lights,Overhead,12
2149,20000301051_40002403051_40001923051,Gutter,Open,17
2150,20000301051_40002403051_40001923051,Traffic-Lights,Overhead,11
2151,20000301051_50000901051_50097442051,Gutter,Open,8
2152,20000301051_50000901051_50097442051,Traffic-Lights,Overhead,3
2153,20000301051_50097180051_50097220051,Gutter,Open,3
2154,20000301051_50097185051_40001900051,Gutter,Blocked,2
2155,20000301051_50097185051_40001900051,Gutter,Open,9
2156,20000301051_50097185051_40001900051,Traffic-Lights,Overhead,4
2157,20000301051_50097187051_50097206051,Gutter,Open,9
2158,20000301051_50097187051_50097206051,Traffic-Lights,Overhead,4
2159,20000301051_50097189051_50097381051,Gutter,Open,5
2160,20000301051_50097192051_50097193051,Gutter,Blocked,1
2161,20000301051_50097192051_50097193051,Gutter,Open,1
2162,20000301051_50097193051_BC000098,Gutter,Blocked,1
2163,20000301051_50097199051_50097240051,Gutter,Open,2
2164,20000301051_50097200051_40001927051,Gutter,Open,5
2165,20000301051_50097200051_40001927051,Traffic-Lights,Ground-Mounted,3
2166,20000301051_50097202051_30000027051,Gutter,Open,4
2167,20000301051_50097202051_30000027051,Traffic-Lights,Overhead,2
2168,20000301051_50097203051_50097185051,Gutter,Open,3
2169,20000301051_50097205051_50097202051,Traffic-Lights,Overhead,4
2170,20000301051_50097206051_50097232051,Gutter,Blocked,1
2171,20000301051_50097206051_50097232051,Gutter,Open,3
2172,20000301051_50097209051_50097221051,Gutter,Open,6
2173,20000301051_50097210051_50097199051,Gutter,Open,2
2174,20000301051_50097213051_50097236051,Gutter,Open,2
2175,20000301051_50097213051_50097236051,Traffic-Lights,Overhead,3
2176,20000301051_50097214051_40002177051,Gutter,Blocked,1
2177,20000301051_50097214051_40002177051,Traffic-Lights,Overhead,4
2178,20000301051_50097215051_50097203051,Gutter,Open,8
2179,20000301051_50097219051_50097209051,Gutter,Open,3
2180,20000301051_50097220051_50097205051,Traffic-Lights,Overhead,4
2181,20000301051_50097221051_30000242051,Gutter,Open,6
2182,20000301051_50097222051_50099553051,Gutter,Open,6
2183,20000301051_50097223051_50097233051,Gutter,Blocked,3
2184,20000301051_50097223051_50097233051,Gutter,Open,4
2185,20000301051_50097228051_30000222051,Gutter,Blocked,1
2186,20000301051_50097228051_30000222051,Gutter,Open,3
2187,20000301051_50097228051_30000222051,Traffic-Lights,Overhead,4
2188,20000301051_50097230051_40002130051,Traffic-Lights,Overhead,2
2189,20000301051_50097232051_50097397051,Gutter,Open,2
2190,20000301051_50097232051_50097397051,Traffic-Lights,Ground-Mounted,1
2191,20000301051_50097232051_50097397051,Traffic-Lights,Overhead,3
2192,20000301051_50097233051_50097228051,Gutter,Blocked,1
2193,20000301051_50097233051_50097228051,Gutter,Open,1
2194,20000301051_50097234051_50097200051,Gutter,Open,7
2195,20000301051_50097234051_50097200051,Traffic-Lights,Ground-Mounted,8
2196,20000301051_50097236051_50097219051,Gutter,Open,4
2197,20000301051_50097236051_50097219051,Traffic-Lights,Overhead,5
2198,20000301051_50097240051_50097180051,Gutter,Open,2
2199,20000301051_50097295051_50097401051,Gutter,Open,6
2200,20000301051_50097381051_50097192051,Gutter,Open,7
2201,20000301051_50097395051_50097222051,Gutter,Open,4
2202,20000301051_50097401051_50098424051,Gutter,Open,1
2203,20000301051_50097401051_50098835051,Gutter,Open,5
2204,20000301051_50097442051_40001921051,Gutter,Open,3
2205,20000301051_50097442051_40001921051,Traffic-Lights,Overhead,6
2206,20000301051_50097529051_50099966051,Gutter,Open,5
2207,20000301051_50097558051_50098744051,Gutter,Open,2
2208,20000301051_50097589051_50097558051,Gutter,Open,7
2209,20000301051_50097612051_50099674051,Gutter,Open,1
2210,20000301051_50097612051_50099674051,Traffic-Lights,Overhead,5
2211,20000301051_50097832051_29000070051,Gutter,Open,3
2212,20000301051_50097832051_29000070051,Traffic-Lights,Overhead,5
2213,20000301051_50098005051_22000070051,Gutter,Open,2
2214,20000301051_50098090051_50098005051,Gutter,Open,1
2215,20000301051_50098167051_40001341051,Gutter,Open,1
2216,20000301051_50098377051_30000039051,Gutter,Open,4
2217,20000301051_50098419051_50099112051,Gutter,Open,2
2218,20000301051_50098424051_50097401051,Gutter,Open,3
2219,20000301051_50098463051_40001007051,Gutter,Open,2
2220,20000301051_50098463051_40001007051,Traffic-Lights,Overhead,4
2221,20000301051_50098503051_40001165051,Gutter,Open,1
2222,20000301051_50098653051_50000901051,Gutter,Open,6
2223,20000301051_50098653051_50000901051,Traffic-Lights,Overhead,3
2224,20000301051_50098687051_50099672051,Gutter,Open,1
2225,20000301051_50098727051_50098794051,Gutter,Open,4
2226,20000301051_50098731051_50098737051,Gutter,Blocked,1
2227,20000301051_50098731051_50098737051,Gutter,Open,1
2228,20000301051_50098732051_50098463051,Gutter,Open,2
2229,20000301051_50098732051_50098463051,Traffic-Lights,Overhead,5
2230,20000301051_50098737051_50098771051,Gutter,Blocked,1
2231,20000301051_50098737051_50098771051,Gutter,Open,5
2232,20000301051_50098742051_50098732051,Traffic-Lights,Overhead,3
2233,20000301051_50098744051_50098762051,Gutter,Open,3
2234,20000301051_50098762051_50098791051,Gutter,Open,3
2235,20000301051_50098765051_50097832051,Gutter,Open,4
2236,20000301051_50098791051_50098727051,Gutter,Open,2
2237,20000301051_50098794051_50098765051,Gutter,Open,2
2238,20000301051_50098835051_40002403051,Gutter,Open,2
2239,20000301051_50098835051_40002403051,Traffic-Lights,Overhead,7
2240,20000301051_50098896051_50098653051,Gutter,Open,2
2241,20000301051_50098901051_40001345051,Gutter,Open,1
2242,20000301051_50099112051_50098090051,Gutter,Open,4
2243,20000301051_50099274051_40001182051,Traffic-Lights,Overhead,2
2244,20000301051_50099515051_40002139051,Gutter,Open,1
2245,20000301051_50099600051_50097295051,Gutter,Open,3
2246,20000301051_50099617051_50097589051,Gutter,Open,1
2247,20000301051_50099633051_50099630051,Gutter,Open,3
2248,20000301051_50099634051_50099633051,Gutter,Blocked,1
2249,20000301051_50099635051_50099634051,Gutter,Open,1
2250,20000301051_50099674051_50098687051,Gutter,Open,2
2251,20000301051_50099727051_50098896051,Gutter,Open,4
2252,20000301051_50099740051_40002302051,Gutter,Blocked,1
2253,20000301051_50099740051_40002302051,Gutter,Open,7
2254,20000301051_50099740051_40002302051,Traffic-Lights,Overhead,4
2255,20000301051_50099966051_50098419051,Gutter,Open,9
2256,20000301051_80000639051_50097214051,Gutter,Open,1
